"Program","Year","Period","Geo.Level","State","State.ANSI","Commodity","Type","Operation_Measure","Domain","Category_Type","Details","Value","CV...."
"CENSUS",2019,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",7,"43.9"
"CENSUS",2019,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",7,"43.9"
"CENSUS",2019,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",219,"94.1"
"CENSUS",2019,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",219,"94.1"
"CENSUS",2019,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",7,"43.9"
"CENSUS",2019,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",219,"94.1"
"CENSUS",2019,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",21,"32.0"
"CENSUS",2019,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",26,"23.2"
"CENSUS",2019,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",26,"23.2"
"CENSUS",2019,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",26,"23.2"
"CENSUS",2019,"YEAR","STATE","VIRGINIA",51,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"43.9"
"CENSUS",2019,"YEAR","STATE","VIRGINIA",51,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"43.9"
"CENSUS",2019,"YEAR","STATE","VIRGINIA",51,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"43.9"
"CENSUS",2019,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",55,"58.3"
"CENSUS",2019,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",57,"40.1"
"CENSUS",2019,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",57,"40.1"
"CENSUS",2019,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",53,"40.5"
"CENSUS",2019,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"89.2"
"CENSUS",2019,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","ORGANIC, PROCESSING","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",23,"80.9"
"CENSUS",2019,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"43.9"
"CENSUS",2019,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"43.9"
"CENSUS",2019,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"43.9"
"CENSUS",2019,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"56.3"
"CENSUS",2019,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",22,"23.8"
"CENSUS",2019,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",22,"23.8"
"CENSUS",2019,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",135,"55.9"
"CENSUS",2019,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",135,"55.9"
"CENSUS",2019,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",22,"23.8"
"CENSUS",2019,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",135,"55.9"
